ds,yhat,yhat_lower,yhat_upper
2019-06-13,45.55279103487353,36.692089015070636,54.569112036097664
2019-06-14,45.64488286738284,36.77447567370986,54.76733658944459
2019-06-17,46.428049364270535,37.31200251442329,55.395516122178954
2019-06-18,46.40092523752458,36.95207741686815,55.23021817918657
2019-06-19,46.641280006692924,37.79090550103102,55.50148362333856
2019-06-20,46.79161038753931,37.35670511268113,55.95015848555772
2019-06-21,46.90586144599377,37.066894038605675,56.4730009018077
2019-06-24,47.78841379097612,38.79581714177073,56.90277402449741
2019-06-25,47.80630455400516,37.33423638538568,57.0431946390282
2019-06-26,48.097512486387366,39.480644870495496,57.64956892343218
2019-06-27,48.30412194352621,38.886033058493446,58.101857879806396
2019-06-28,48.479436220332715,38.62753316002396,57.24528794612473
2019-07-01,49.56429055565541,39.92135004863563,59.04742059487126
2019-07-02,49.6518735060359,40.22510613055925,58.95137599407844
2019-07-03,50.011485346246346,40.925519197293156,58.5091630659782
2019-07-05,50.5199235543362,41.17841802751659,60.49104072009272
2019-07-08,51.7444639819722,42.24262897405029,60.87550025102765
2019-07-09,51.85917443124379,42.382522754191626,61.50658285440446
2019-07-10,52.23403582315912,43.63904880987018,61.405323142367926
2019-07-11,52.508526944744354,43.302136514282736,61.711492001964785
2019-07-12,52.73354271005384,43.708555949703445,62.54983551291419
2019-07-15,53.83874533831633,44.64374528302858,62.96719569736965
2019-07-16,53.88553522789143,44.62496227968904,63.41612915011721
2019-07-17,54.17936788010297,44.814166936485364,62.98211031915521
2019-07-18,54.36077128806649,45.28300439703989,63.41950279335019
2019-07-19,54.48198771834098,44.88908675810035,64.80411118997621
2019-07-22,55.22895192635503,45.29157798830173,63.95980780805129
2019-07-23,55.147604765623406,46.24661577677642,64.26789367002043
2019-07-24,55.31277339083628,46.0543995108752,65.01568224552997
2019-07-25,55.36741700303898,47.30692321444003,64.9498301461878
2019-07-26,55.36621909194513,46.12133714758819,65.22248557491112
2019-07-29,55.79535578025174,46.37390554842793,65.46815531329842
2019-07-30,55.63155727737699,47.10187093537007,64.56465129166345
2019-07-31,55.728955582681465,47.10029075803426,65.24379004296208
2019-08-01,55.73182103477025,46.503606547871925,64.39250595079484
2019-08-02,55.69578792117062,45.68483795624596,64.53329309291308
2019-08-05,56.326059555825545,46.463367672335394,65.49721378316951
2019-08-06,56.26334102804606,47.570934426732265,66.11013316820954
2019-08-07,56.4772366987898,46.538397135021754,66.00003392418017
2019-08-08,56.61041223148718,46.860920517805276,65.81828295718596
2019-08-09,56.716496595112616,47.766362956941734,65.79830926934052
2019-08-12,57.618155496367145,48.300831594616774,66.73869000894403
2019-08-13,57.65126299229189,48.46099142342494,67.59258322292156
2019-08-14,57.95826354857271,48.87416161718033,67.27662741582928
2019-08-15,58.17842892440765,49.113085639878626,67.63932669622741
2019-08-16,58.36199574795334,49.3863996382376,67.58061311229204
2019-08-19,59.40676713285061,50.18620907618352,68.21969828032383
2019-08-20,59.44810968710521,49.775626722493584,68.51851877650383
2019-08-21,59.73955146837568,50.099616692346565,68.80504101308117
2019-08-22,59.91853540680784,50.53168783831035,69.56892534764243
2019-08-23,60.03395018642949,49.875259240708566,68.82896749105217
2019-08-26,60.706990543448015,51.84993227789034,70.41544065042612
2019-08-27,60.56969112843487,51.714976309374414,70.05434766189282
2019-08-28,60.65708793520241,51.56514238837753,70.43618331483016
2019-08-29,60.6086526975592,51.4876609691203,70.35581643305602
2019-08-30,60.47583446359123,51.092930135613486,69.60024365627285
2019-09-03,59.87766925833409,50.884768658616004,69.02263587444095
2019-09-04,59.666248226145115,50.16711018374205,69.67876206066315
2019-09-05,59.32164178604404,50.05940936980945,68.00031942984533
2019-09-06,58.89986460209064,49.822071058284806,68.2822397529311
2019-09-09,57.95678025415566,48.62252003507819,67.18156497990006
2019-09-10,57.305831025422094,48.47609520426974,66.41306130553615
2019-09-11,56.90529060150524,47.19656933871151,66.48332097474807
2019-09-12,56.402146885039464,46.8466662799831,66.15695341388957
2019-09-13,55.85488802930195,46.758938509707185,65.08092413685074
2019-09-16,54.7495780760617,45.55118462041668,63.67660395487437
2019-09-17,54.11809132352251,44.70210729160456,63.34751071092166
2019-09-18,53.77322120327982,45.15050958831359,63.402292453331114
2019-09-19,53.36065499769858,44.39854553604234,62.00377142888436
2019-09-20,52.93697116727681,43.85623574535933,62.454290921785976
2019-09-23,52.37309320428774,42.969091893222306,62.18780021244125
2019-09-24,51.967590316519505,42.68356630952876,60.991272632859655
2019-09-25,51.864864522994935,42.72382124562045,61.216228004239944
2019-09-26,51.70628522013242,42.521171588993944,61.21368838789377
2019-09-27,51.543997380137064,42.22377130379665,60.591188938574895
2019-09-30,51.76464473666073,42.69852121928942,60.814658760121475
2019-10-01,51.60676647067252,41.82326462488462,61.038425015839444
2019-10-02,51.738379320696765,42.861196603213166,60.62583844929719
2019-10-03,51.797599920686054,42.03884232162477,61.53376345624995
2019-10-04,51.833780727215824,42.44500455616118,61.895452244437706
2019-10-07,52.51380834922566,43.491282108042284,61.73662106811521
2019-10-08,52.45987535878821,43.469789926292165,61.38791545768128
2019-10-09,52.67038639807611,43.59637488958365,62.203455444539166
2019-10-10,52.78405079951416,43.06884947996709,61.80137132412866
2019-10-11,52.85135911786573,43.54061888783865,61.70001350820677
2019-10-14,53.50352716432614,43.84853622811314,62.354954894914584
2019-10-15,53.40813869008839,44.48830015469787,62.577344064050564
2019-10-16,53.56600714690379,45.036596518060236,62.54230487787242
2019-10-17,53.61908475275199,44.90962404649147,63.5137414807321
2019-10-18,53.621193873256246,44.40252301670874,62.03545897847302
2019-10-21,54.083007463061335,44.26599149012456,62.8138801734353
2019-10-22,53.9361987485078,44.7906703635956,62.96035168822692
2019-10-23,54.05320468658013,44.47958786281448,63.03062426708077
2019-10-24,54.078209488929495,44.44098056281331,62.85842849292113
2019-10-25,54.06686629336595,44.15837933816084,62.98236081783374
2019-10-28,54.58762161067365,45.487486190012476,63.43490854690106
2019-10-29,54.49504580950718,45.64013451004784,64.58209161510356
2019-10-30,54.68312629051603,45.249965102901164,63.20007258052965
2019-10-31,54.795088444721124,45.12670606363617,63.96844720363528
2019-11-01,54.88520782786806,45.34459366554249,63.941200988892255
2019-11-04,55.77826858618243,46.44607790634375,64.95678707954293
2019-11-05,55.82467119565227,45.78257327163041,65.17265254835412
2019-11-06,56.15481274055756,46.50645305115305,64.91676658942902
2019-11-07,56.40916382480105,47.05381493215298,66.0110419071573
2019-11-08,56.639249030310474,47.39521807205073,65.47674834837822
2019-11-11,57.91163729769969,49.518363164830255,66.82406903750018
2019-11-12,58.06321010686055,48.46192003509895,67.95548989916907
2019-11-13,58.4846645356803,49.07382312713466,67.53333397005078
2019-11-14,58.81502231239724,48.83890298014745,68.07716460918373
2019-11-15,59.104725937031205,49.33849223277486,68.624109981173
2019-11-18,60.45263025686966,51.1906377993991,68.90507339257415
2019-11-19,60.595200914720294,51.59888940424074,70.69256023719963
2019-11-20,60.99162774326099,51.39128702063771,70.02313395649745
2019-11-21,61.282070469392586,51.72221236120339,70.5235129177891
2019-11-22,61.51839140081023,52.076615695863026,70.94072501856247
2019-11-25,62.64274702252453,53.11809516169242,71.60280152341988
2019-11-26,62.695486996009016,53.00796110240828,71.90143689534672
2019-11-27,62.9981446463524,54.324548497234545,72.97484337609897
2019-11-29,63.3334152885251,53.795872635403065,72.88263835843517
2019-12-02,64.18632686246309,53.72107278910819,72.89912927081804
2019-12-03,64.15880639314688,55.42666587166473,73.94912567182234
2019-12-04,64.38741898113346,55.093756127445,73.08229476548271
2019-12-05,64.51472553147535,54.77559291684029,73.01981574000004
2019-12-06,64.59457226562655,54.85713333873861,74.14189993245202
2019-12-09,65.3022076590654,55.314481639045795,74.52024548867372
2019-12-10,65.23601194809984,56.09850366582066,74.27557070200434
2019-12-11,65.42900246187655,56.08852361615089,74.18297321562177
2019-12-12,65.52239835577126,56.45734560128666,75.06002955656692
2019-12-13,65.56860746170769,55.84840241170717,74.17908530485738
2019-12-16,66.16228899189922,57.34319152586943,75.93795310552888
2019-12-17,66.04916350838914,56.44869704706427,75.5303658824918
2019-12-18,66.1887912472,56.82503659534338,75.74192897983696
2019-12-19,66.22152404085108,57.085209699484984,74.95529709423977
2019-12-20,66.1991692800241,56.980763530870874,75.18338699617928
2019-12-23,66.53841690054621,56.576982671813944,76.28257361628626
2019-12-24,66.32548182364782,56.77590263395895,75.5188314742955
2019-12-26,66.28162467677213,56.48492051773068,75.34548036820092
2019-12-27,66.14599038830961,57.63027428387636,75.58642639018728
2019-12-30,66.14929188032353,57.009848307005015,75.28545588534308
2019-12-31,65.83369845701621,57.20678227769183,74.55967216128631
2020-01-02,65.61405832430921,56.53842638708039,75.43417938229094
2020-01-03,65.41048875413296,56.29699185705161,75.27372700461373
2020-01-06,65.31812228558346,55.72962099101358,74.90113657911405
2020-01-07,65.01314417306583,55.29864293081129,74.67829536750259
2020-01-08,64.98752091584223,55.249344077461124,73.53204489790198
2020-01-09,64.88645290240419,55.92760318589053,74.86165926116851
2020-01-10,64.76637378323863,55.25335852913584,73.66348890755614
2020-01-13,65.06912405665143,56.04736696562509,74.26060671028702
2020-01-14,64.94011376419816,56.26759659378954,74.10843262256445
2020-01-15,65.10934145844105,55.339097378892156,74.40671994634874
2020-01-16,65.21934098941682,55.41468805905607,74.70363275802262
2020-01-17,65.32345236743338,55.91278662295786,73.50045977153337
2020-01-21,66.4514626915754,57.11602113635559,75.85537960243688
2020-01-22,66.85319153836734,57.71716189758452,75.98616335180655
2020-01-23,67.18471482537936,57.59553865412471,76.34802362720298
2020-01-24,67.49514270743899,58.216803880288786,76.51097461701008
2020-01-27,68.99831133072675,59.417129428817816,78.82237857684338
2020-01-28,69.21511831919122,60.44280058869326,78.70384350444219
2020-01-29,69.6911583268497,60.7473853217403,79.84858885273785
2020-01-30,70.06254333878337,61.306687925290916,79.94781271289443
2020-01-31,70.37683771902321,61.568419380438634,79.06037473226046
2020-02-03,71.67241577720253,62.14038738510301,81.35355750332339
2020-02-04,71.74707373187141,61.85967673988604,81.09652590515316
2020-02-05,72.04664175556759,62.886251675316316,81.65607643359797
2020-02-06,72.2094457012038,62.31358135694724,81.4542222373292
2020-02-07,72.28583226252046,62.79638879970291,81.59348503120756
2020-02-10,72.72699883892405,63.09825358166793,82.06489544297261
2020-02-11,72.48375118608914,62.69322357842094,82.1513220123342
2020-02-12,72.45651957690971,62.53658953185579,81.10365541405959
2020-02-13,72.28850892491515,63.10581778332386,82.00533554560673
2020-02-14,72.03501451835281,63.59529187831253,81.14495461141107
2020-02-18,71.01928480947073,61.53252116382184,80.49193347697252
2020-02-19,70.7374717059986,61.290153061657904,80.6598672293405
2020-02-20,70.34222171587703,60.485025246717896,79.66865275635284
2020-02-21,69.8919835410977,60.44211868197855,78.79328689113575
2020-02-24,69.01415486494078,59.69337480242245,78.34602448013962
2020-02-25,68.43859118765246,59.3062018164664,77.89715550238441
2020-02-26,68.14072485129164,59.001984022853065,77.11723678934878
2020-02-27,67.76710138292522,58.62523137251677,76.58250518576541
2020-02-28,67.37531567545838,58.204135504894744,77.36394069007095
2020-03-02,66.87728042992052,56.906269988316865,76.22822600121111
2020-03-03,66.48859131702213,56.74842883536354,75.60259679308191
2020-03-04,66.40280684512578,56.98446692843189,76.40109294101607
2020-03-05,66.2630429364194,56.983061622970354,75.48694615975045
2020-03-06,66.12324346276503,57.30723278787089,75.20398548219572
2020-03-09,66.45155249854604,57.34759829236051,75.61658012096196
2020-03-10,66.3488435916497,57.55084196823171,75.79429210691674
2020-03-11,66.54800357375692,57.46323344322396,75.63326294791709
2020-03-12,66.68859430227592,57.62968367691945,75.13215748696915
2020-03-13,66.82123362854286,57.441397063586116,76.52722813103674
2020-03-16,67.89044893229588,58.3228826907664,77.09271396962872
2020-03-17,68.00128704715281,58.61584482053466,77.70095705283686
2020-03-18,68.3942326054101,59.374463580840484,77.72695331992757
2020-03-19,68.70759852861026,60.23866532104226,78.30210495317338
2020-03-20,68.99114373131205,59.402395299461304,77.89539044494398
2020-03-23,70.37889154917936,60.61795588518675,79.69607095262938
2020-03-24,70.6219214989642,61.143164016058726,80.13704111578727
2020-03-25,71.12620913165428,61.71924772308954,80.68296827597166
2020-03-26,71.53114374125678,62.12089206165807,81.14474724274383
2020-03-27,71.88776734979984,62.68019635477058,81.20868738444933
2020-03-30,73.39886570587724,64.01794595704074,83.19842620290403
2020-03-31,73.58651876468961,64.75442679088071,83.23100651459688
2020-04-01,74.02499568074573,64.73919112802359,82.8958696071404
2020-04-02,74.35534233879504,64.83199705750813,83.53287667167638
2020-04-03,74.63018857935839,64.82044874682504,84.21348504819132
2020-04-06,75.86709210227029,67.14632378636894,85.94535300048027
2020-04-07,75.95780261278148,66.45476611160343,85.26841329325302
2020-04-08,76.29821307088744,66.75015941380002,85.67166862027902
2020-04-09,76.53010918268313,67.71937984204544,86.30660052389216
2020-04-13,77.6533428836766,68.09226937684323,85.8579501325555
2020-04-14,77.64925473968515,68.34645671664791,86.89547730325424
2020-04-15,77.89578204617847,69.01049846752973,86.56500856100237
2020-04-16,78.0345486606654,68.78340746068768,86.81756939864414
2020-04-17,78.11854506254174,69.09386423435883,87.07993318705597
2020-04-20,78.788297618446,69.5050108225682,88.19542002361275
2020-04-21,78.69149053807193,69.69050004620817,87.72533432323702
2020-04-22,78.84485148916059,69.14410898398607,88.74624952872406
2020-04-23,78.88997237835875,69.3088230869235,88.76091054843452
2020-04-24,78.879906676067,70.29245817570904,88.15782358627408
2020-04-27,79.26722798674588,70.24965136685624,88.81331362857846
2020-04-28,79.0775184029216,69.95974220950296,87.9755313142019
2020-04-29,79.13954162457783,69.69576394432883,88.06758003973883
2020-04-30,79.09561277783268,69.81701422663845,88.36348361568622
2020-05-01,78.99959749606639,70.07182080693174,88.10764652241838
2020-05-04,79.15677992935098,69.50495513460226,88.1340244694176
2020-05-05,78.90281968501401,70.09241890416264,87.94881855337808
2020-05-06,78.90845215569057,69.273157399771,88.75042750608877
2020-05-07,78.81692878935631,68.95887951613427,88.65422291679981
2020-05-08,78.68298994465881,69.39337388481268,88.10383415795373
2020-05-11,78.79175920576523,69.67947176221169,87.90663686164818
2020-05-12,78.54527061320388,69.26611495491609,88.23720792594916
2020-05-13,78.57071778132824,69.37779311369827,87.51106228986184
2020-05-14,78.51142164663855,69.14776059151752,87.26916597432731
2020-05-15,78.4220100185973,68.72034468191809,86.96529206163558
2020-05-18,78.7342498211006,69.34354210171242,87.63601000987872
2020-05-19,78.57667014040798,70.10580913553069,88.45783070189704
2020-05-20,78.70004028061513,69.23229135456076,87.558726229451
2020-05-21,78.79469185871154,69.62517670317852,87.58782124442034
2020-05-22,78.86583634329115,69.64213756237231,87.57294143095828
2020-05-26,79.70060593873642,70.6816087591755,88.85032943155117
2020-05-27,79.99608644136772,70.86968050750487,88.8361777266828
2020-05-28,80.21260508515056,71.085683288508,89.24700506075052
2020-05-29,80.40216295917749,71.03071116596023,90.07552638727303
2020-06-01,81.5443445679874,71.87232609278185,90.59085249901938
2020-06-02,81.65294443531748,73.06579461357427,90.87298675444671
2020-06-03,82.0336037162255,72.91784344893608,90.77587761944069
2020-06-04,82.326652459502,72.43066358629734,91.19551092156898
2020-06-05,82.58388890088642,73.49535603207244,91.23534598573403
2020-06-08,83.87712443276561,75.35651934313833,93.79580895444664
2020-06-09,84.02013535245473,74.2274186777898,92.57426655544175
2020-06-10,84.4283912921188,74.92288989520141,93.47414928093731
2020-06-11,84.74315408693346,74.9397436918297,93.93277753725316
2020-06-12,85.01727890401699,75.77738359871186,94.4743570770469
2020-06-15,86.3440494654961,77.63206919943075,95.84924966626717
2020-06-16,86.49665950174318,77.66208875745689,95.39294406638817
2020-06-17,86.91576475320389,77.87652262619908,96.68338835541239
2020-06-18,87.24376278428913,77.85619691444647,97.23481622737778
2020-06-19,87.53453884951018,78.12661326930882,97.25242108840317
2020-06-22,88.9398501854865,79.78942211385566,98.86055861452472
2020-06-23,89.12995377264832,79.35271984302666,98.80116412483079
2020-06-24,89.5925773205472,80.01793548574052,98.57235901734694
2020-06-25,89.96999849633525,80.8310054299654,98.83657345467326
2020-06-26,90.31574850008576,81.07215268629052,100.02524304749896
2020-06-29,91.91234001002928,82.50332006479648,101.19922333913175
2020-06-30,92.17163119246351,82.64459488192688,101.10121993009705
2020-07-01,92.70402846264639,83.54131058891991,101.80681116510262
2020-07-02,93.15032268767763,83.51552204912214,101.63946277055429
2020-07-06,95.3270151292499,85.74040691995616,104.78854620619994
2020-07-07,95.62655058314903,86.58790459365771,104.96275208334056
2020-07-08,96.1888621143385,85.87173842399861,105.57979746517462
2020-07-09,96.65347868136215,87.88427176687912,106.31911734623486
2020-07-10,97.0712880221467,87.74169000687378,106.68278037290975
2020-07-13,98.76991705015236,89.76635852193652,108.64420207355113
2020-07-14,99.01891588656109,89.56225177237353,107.6521409668855
2020-07-15,99.51671142665003,90.5437372941225,108.79371111671948
2020-07-16,99.90348995756354,91.00259326741205,109.2676450354398
2020-07-17,100.23111134149443,90.96676940899356,109.81388866013354
2020-07-20,101.59920647124474,92.09246086294274,110.79881731212882
2020-07-21,101.72404030392462,92.57001999980929,112.17881218829876
2020-07-22,102.09420387591616,93.8327670117406,111.98688212796738
2020-07-23,102.352223843209,92.82030236110852,111.76622662641199
2020-07-24,102.55237992446911,93.26618674146218,111.59949129409738
2020-07-27,103.57005451031378,94.69525249103295,113.0841364720585
2020-07-28,103.59641151497708,94.56220021720787,112.12799529233142
2020-07-29,103.88069676671051,94.25413236823525,113.1555717655168
2020-07-30,104.06714001388457,94.53480119887088,112.86159271785694
2020-07-31,104.21141604542902,94.52192609221929,113.80167280332863
2020-08-03,105.1641144633953,95.59231691825913,114.4874507131517
2020-08-04,105.20382866336057,95.83760125967464,114.6113272747072
2020-08-05,105.51829503125244,96.83586944955238,114.95316196623713
2020-08-06,105.7506722914919,96.80741969316757,114.69805173542862
2020-08-07,105.9551348996945,96.65232920288113,115.38155832885961
2020-08-10,107.15299033742144,97.65510647383314,116.69178174976041
2020-08-11,107.28727774192497,97.7901124006498,117.39499498571554
2020-08-12,107.69772710350422,98.58901069525093,116.68465341849466
2020-08-13,108.02420610837709,98.43972644284023,117.13420162380794
2020-08-14,108.31750671526176,98.7142159336589,117.19659465836007
2020-08-17,109.71666678595476,100.7907190598121,118.96352340043707
2020-08-18,109.88571185148301,99.9318022213714,119.27593203625496
2020-08-19,110.31000744117699,100.99531225915065,120.07031652337942
2020-08-20,110.62706529398861,101.36232578386166,120.25897292391888
2020-08-21,110.88573608544812,101.22498181348278,119.84273410260676
2020-08-24,112.01763211062664,102.6309387984763,121.38866487379441
2020-08-25,112.04178496859163,102.55104727643072,121.55885279226433
2020-08-26,112.29404103555875,102.68437701184352,120.74726238719677
2020-08-27,112.41323597823995,102.93839044219045,121.51754534638714
2020-08-28,112.45011124976318,102.87792888325396,121.5278631779251
2020-08-31,112.7997905610535,104.33267816619369,121.67251286059962
2020-09-01,112.53547762581883,102.82152007612991,120.95943564182816
2020-09-02,112.49194831712451,103.08764185936856,121.96679316436102
2020-09-03,112.31237365917501,103.02457242492578,120.77973045298423
2020-09-04,112.05198831185783,102.6790665945684,121.56589950059275
2020-09-08,111.0537767722119,101.15832045537083,120.57909876993061
2020-09-09,110.78717084894365,101.35662110794571,119.85080265551217
2020-09-10,110.41128041505283,101.20493180518287,119.6066058806687
2020-09-11,109.98445894970465,100.37947077837661,119.1553686612749
2020-09-14,109.20004185941377,100.71446139296744,118.60977605542492
2020-09-15,108.61669404468212,99.73230226256109,117.95220941000787
2020-09-16,108.31426228885492,99.17003668513125,117.353592812027
2020-09-17,107.93898019703268,97.84294598715188,116.87493510552595
2020-09-18,107.54805787911538,98.30002765872442,117.39515430534789
2020-09-21,107.06262993035403,97.48563803121674,117.28759872166411
2020-09-22,106.67931697462325,97.40802916313584,115.87391659110801
2020-09-23,106.59817658583746,97.52894671108754,115.88836423270348
2020-09-24,106.46139696244386,97.22890929934321,115.54775653381597
2020-09-25,106.32191361196806,97.68462296577015,116.57032693838791
2020-09-28,106.62415279958167,97.5366669907884,116.22941741702991
2020-09-29,106.49989763616948,97.57949414604667,115.88124418149455
2020-09-30,106.6691469363712,97.15079520352982,115.86511538402424
2020-10-01,106.77034909405803,97.4121729028987,115.60696271726259
2020-10-02,106.85308106669264,98.13704927776581,116.22056457549527
2020-10-05,107.70077897063352,99.01361807387809,117.56757677348202
2020-10-06,107.7117372604609,99.1565535966794,117.08874022058917
2020-10-07,107.99121951373581,99.37932664903892,116.82167110057942
2020-10-08,108.17754807021012,98.4715145524386,117.1982749850258
2020-10-09,108.32075146382726,99.1827380788401,117.00680317239616
2020-10-12,109.21451996272727,100.18721213412279,118.3098784622795
2020-10-13,109.20229821795276,100.01480551112083,117.99348182293326
2020-10-14,109.44361016156951,100.29352263586144,119.1088327198104
2020-10-15,109.57979418860396,100.40411677766545,118.27512679768755
2020-10-16,109.66408653376419,99.89707275079515,119.49138908788738
2020-10-19,110.36174692838146,101.4720135255486,119.78840298715075
2020-10-20,110.28857840374373,100.99154314272266,119.41523824804507
2020-10-21,110.47622196501254,100.90187546471279,120.14354531360667
2020-10-22,110.56868010894031,101.62455948112121,119.93777748090744
2020-10-23,110.62151418209038,101.537987868565,121.1430644878205
2020-10-26,111.3155734930796,102.01595997855584,120.47173718101244
2020-10-27,111.2749267217557,101.62211913484191,119.95725266426659
2020-10-28,111.51249526545463,102.44083195956438,120.74892673637908
2020-10-29,111.67189028821213,102.22397570281947,120.36353624373528
2020-10-30,111.80782444880626,102.5882465575993,120.7587914306756
2020-11-02,112.83350706441578,103.7332267337194,121.41236789641131
2020-11-03,112.92421938234445,103.53334683172268,121.70825878203114
2020-11-04,113.29957147888048,103.99113127599506,122.39541135026919
2020-11-05,113.6005137721897,104.31545946931172,122.34777303028054
2020-11-06,113.87901414257509,104.9129573564541,123.26110851715109
2020-11-09,115.31126925245621,106.4191438875121,124.51903278720495
2020-11-10,115.44293322411315,106.12921726015988,124.25459830759479
2020-11-11,115.84766230142925,106.6569782781364,124.73214388127334
2020-11-12,116.16454067395036,106.86603167573804,125.9390195332442
2020-11-13,116.44399970438185,107.43122764910049,125.90262071031067
2020-11-16,117.77942493913358,107.91845974662554,127.006344067815
2020-11-17,117.9232254380938,107.5177331918066,126.80612042657559
2020-11-18,118.32309959441366,108.53238675527264,127.37709042494052
