Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-02-08 00:00:00-05:00,40.72352580488155,41.12596506943261,40.586164379813525,41.06571960449219,95280000,0.1825,0.0
2019-02-11 00:00:00-05:00,41.219948632140515,41.25850661293814,40.78618054089586,40.82955551147461,83973600,0.0,0.0
2019-02-12 00:00:00-05:00,40.991003417182206,41.20788555452783,40.894608496180616,41.18137741088867,89134000,0.0,0.0
2019-02-13 00:00:00-05:00,41.30188172802416,41.56455107858055,40.94763809202588,41.010292053222656,89960800,0.0,0.0
2019-02-14 00:00:00-05:00,40.89702537620246,41.270544247182904,40.81750093612868,41.15969467163086,87342800,0.0,0.0
2019-02-15 00:00:00-05:00,41.26814205639986,41.376583154122514,40.90666927926351,41.0681266784668,98507200,0.0,0.0
2019-02-19 00:00:00-05:00,40.8970189514602,41.31391639566571,40.84400266640631,41.19101333618164,75891200,0.0,0.0
2019-02-20 00:00:00-05:00,41.25367662604835,41.766969057815956,41.20548099948539,41.45610046386719,104457600,0.0,0.0
2019-02-21 00:00:00-05:00,41.400682782604356,41.53804052573749,41.039210005708085,41.222354888916016,68998800,0.0,0.0
2019-02-22 00:00:00-05:00,41.347660241271385,41.68985397717419,41.29946461371013,41.68262481689453,75652800,0.0,0.0
2019-02-25 00:00:00-05:00,41.96939645910812,42.38147332986369,41.91878865681118,41.986263275146484,87493600,0.0,0.0
2019-02-26 00:00:00-05:00,41.860949366349054,42.244109539169465,41.7308171374464,42.01035690307617,68280800,0.0,0.0
2019-02-27 00:00:00-05:00,41.74047199887957,42.171827935268595,41.62479805189404,42.140499114990234,111341600,0.0,0.0
2019-02-28 00:00:00-05:00,42.00795371202164,42.15013210699081,41.67057694905633,41.72600173950195,112861600,0.0,0.0
2019-03-01 00:00:00-05:00,41.99831848501795,42.207971527638875,41.663353844959836,42.16459655761719,103544800,0.0,0.0
2019-03-04 00:00:00-05:00,42.33809379271999,42.83451572132463,41.92360479508901,42.376651763916016,109744800,0.0,0.0
2019-03-05 00:00:00-05:00,42.39834108526354,42.412799405817374,42.06096433828104,42.299537658691406,78949600,0.0,0.0
2019-03-06 00:00:00-05:00,42.092290513475255,42.289897354237965,41.91637482927487,42.05614471435547,83241600,0.0,0.0
2019-03-07 00:00:00-05:00,41.899502701717225,42.03686408718805,41.45368859592785,41.569358825683594,99185600,0.0,0.0
2019-03-08 00:00:00-05:00,41.04402508692067,41.706725087714894,40.8464182307712,41.66816711425781,95997600,0.0,0.0
2019-03-11 00:00:00-04:00,42.28989955960967,43.164661037740444,42.256162252975024,43.11164474487305,128044000,0.0,0.0
2019-03-12 00:00:00-04:00,43.376729212715325,44.02015025478636,43.22490948380173,43.59602355957031,129870400,0.0,0.0
2019-03-13 00:00:00-04:00,43.91894312862014,44.17197481210453,43.598436819818765,43.788814544677734,124130000,0.0,0.0
2019-03-14 00:00:00-04:00,44.316555457619955,44.36475476354321,43.993640699642505,44.27558898925781,94318000,0.0,0.0
2019-03-15 00:00:00-04:00,44.54549152888892,45.143125421369874,44.2780015578159,44.85153579711914,156171600,0.0,0.0
2019-03-18 00:00:00-04:00,44.77443007481789,45.398572206250556,44.77201790289281,45.309410095214844,104879200,0.0,0.0
2019-03-19 00:00:00-04:00,45.38892511287926,45.54315332327324,44.803337405994355,44.95033645629883,126585600,0.0,0.0
2019-03-20 00:00:00-04:00,44.87804660429668,45.663649748519624,44.51657384775464,45.343143463134766,124140800,0.0,0.0
2019-03-21 00:00:00-04:00,45.79136573623793,47.31196040787067,45.740757936924496,47.01314163208008,204136800,0.0,0.0
2019-03-22 00:00:00-04:00,47.07338787485776,47.639696623157946,45.97451136309215,46.03957748413086,169630800,0.0,0.0
2019-03-25 00:00:00-04:00,46.15042715198941,46.263688901869685,44.96720920710843,45.48291015625,175381200,0.0,0.0
2019-03-26 00:00:00-04:00,46.18658074518011,46.48057888674627,44.48042886164721,45.012996673583984,199202000,0.0,0.0
2019-03-27 00:00:00-04:00,45.485325119600176,45.72871546933497,44.955165774154224,45.417850494384766,119393600,0.0,0.0
2019-03-28 00:00:00-04:00,45.533509347373304,45.68050838914071,45.191315640343845,45.478084564208984,83121600,0.0,0.0
2019-03-29 00:00:00-04:00,45.7455813428377,45.80582680048611,45.43471272220102,45.774497985839844,94256000,0.0,0.0
2019-04-01 00:00:00-04:00,46.181760376745046,46.19139803257236,45.396160890084154,46.08536911010742,111448000,0.0,0.0
2019-04-02 00:00:00-04:00,46.04921613920316,46.86132739132908,46.03957848410587,46.75529479980469,91062800,0.0,0.0
2019-04-03 00:00:00-04:00,46.56973853673256,47.35292948236972,46.54563888295352,47.075801849365234,93087200,0.0,0.0
2019-04-04 00:00:00-04:00,46.9408518656593,47.321603621166894,46.54323329312645,47.157737731933594,76457200,0.0,0.0
2019-04-05 00:00:00-04:00,47.340889863362875,47.49753029252045,47.215578255455156,47.47343063354492,74106400,0.0,0.0
2019-04-08 00:00:00-04:00,47.333655294170036,48.251795569046685,47.314376304610185,48.2204704284668,103526800,0.0,0.0
2019-04-09 00:00:00-04:00,48.273485021484795,48.883168796002096,48.01081201548596,48.07587814331055,143072800,0.0,0.0
2019-04-10 00:00:00-04:00,47.87827402373455,48.374699742473176,47.7577830941273,48.34577941894531,86781200,0.0,0.0
2019-04-11 00:00:00-04:00,48.40120033941569,48.43734614181954,47.82043326685527,47.94333267211914,83603200,0.0,0.0
2019-04-12 00:00:00-04:00,48.00357763369985,48.230101132009125,47.28304434786291,47.92405319213867,111042800,0.0,0.0
2019-04-15 00:00:00-04:00,47.85416652271516,48.16021443981917,47.71680513103012,48.01080322265625,70146400,0.0,0.0
2019-04-16 00:00:00-04:00,48.066232797342686,48.526505253694886,47.84934696499048,48.015625,102785600,0.0,0.0
2019-04-17 00:00:00-04:00,48.08551029705093,49.01088327182174,47.86139897154168,48.95063781738281,115627200,0.0,0.0
2019-04-18 00:00:00-04:00,48.9482247162819,49.19643568968918,48.803637834628795,49.12655258178711,96783200,0.0,0.0
2019-04-22 00:00:00-04:00,48.87834129915994,49.38681306883484,48.760258887696544,49.28800964355469,77758000,0.0,0.0
2019-04-23 00:00:00-04:00,49.26391368057868,50.0639751201865,49.13619360500493,49.99890899658203,93292000,0.0,0.0
2019-04-24 00:00:00-04:00,49.96999433849084,50.23989282180616,49.89529055665114,49.92179870605469,70162400,0.0,0.0
2019-04-25 00:00:00-04:00,49.842264886666555,50.066376190048985,49.43018440106967,49.46874237060547,74172800,0.0,0.0
2019-04-26 00:00:00-04:00,49.377180442606644,49.401280098857235,48.70725118226262,49.23259353637695,74596400,0.0,0.0
2019-04-29 00:00:00-04:00,49.256685135442936,49.63502837780402,49.126556563698614,49.30729293823242,88818800,0.0,0.0
2019-04-30 00:00:00-04:00,48.93376111305515,49.015694038189025,47.98188378917798,48.35781478881836,186139600,0.0,0.0
2019-05-01 00:00:00-04:00,50.577270485520394,51.88580013059414,50.42063008100599,50.73149871826172,259309200,0.0,0.0
2019-05-02 00:00:00-04:00,50.56762616452152,51.24478451634202,50.15554929569771,50.40134811401367,127985200,0.0,0.0
2019-05-03 00:00:00-04:00,50.82065998145913,51.04959199354965,50.66161108489858,51.02790451049805,83569600,0.0,0.0
2019-05-06 00:00:00-04:00,49.23018406898692,50.32665230098081,49.03981001167757,50.239898681640625,129772400,0.0,0.0
2019-05-07 00:00:00-04:00,49.613344370873946,49.98445480132702,48.39638529501111,48.88557815551758,155054800,0.0,0.0
2019-05-08 00:00:00-04:00,48.65422464795494,49.48320264019552,48.618078848271985,48.895206451416016,105358000,0.0,0.0
2019-05-09 00:00:00-04:00,48.29275709653425,48.60121354371545,47.39148740874485,48.369873046875,139634400,0.0,0.0
2019-05-10 00:00:00-04:00,47.7578468384501,48.10377987740461,46.632967401879625,47.69978713989258,164834800,0.1925,0.0
2019-05-13 00:00:00-04:00,45.40889979654666,45.83707757550402,44.23321777197026,44.92749786376953,229722400,0.0,0.0
2019-05-14 00:00:00-04:00,45.094405358813546,45.89028695292353,44.85249556602929,45.638702392578125,146118800,0.0,0.0
2019-05-15 00:00:00-04:00,45.0605492811993,46.38621424001008,45.000071818044134,46.185428619384766,106178800,0.0,0.0
2019-05-16 00:00:00-04:00,45.94110309156924,46.5603917519116,45.68225776566356,45.98222732543945,132125600,0.0,0.0
2019-05-17 00:00:00-04:00,45.22019980770225,46.180582065611986,45.17907558222826,45.72095489501953,131516400,0.0,0.0
2019-05-20 00:00:00-04:00,44.395294359169675,44.59607996700792,43.61150515774402,44.2912712097168,154449200,0.0,0.0
2019-05-21 00:00:00-04:00,44.80653650205028,45.47904549653946,44.68074236393514,45.14037322998047,113459200,0.0,0.0
2019-05-22 00:00:00-04:00,44.67106973411128,44.925075791816816,44.16063984927005,44.216278076171875,118994400,0.0,0.0
2019-05-23 00:00:00-04:00,43.495396012731035,43.67440695679887,43.01399403540312,43.46152877807617,146118800,0.0,0.0
2019-05-24 00:00:00-04:00,43.5921533309278,44.06145902082993,43.209935332876086,43.29460525512695,94858800,0.0,0.0
